Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSMUSG00000034354		B1ATD4
ENSMUSG00000034354		A0AAQ4VMU0
ENSMUSG00000037348	Q80ZE4	
ENSMUSG00000037348		D3YZW6
ENSMUSG00000037348		D3Z7K5
ENSMUSG00000037348		D3Z5A3
ENSMUSG00000078521	E9Q6Z5	
ENSMUSG00000020448	Q91YT2	
ENSMUSG00000046671	Q9CWE0	
ENSMUSG00000046671		D6RCX5
ENSMUSG00000046671		D3YW54
ENSMUSG00000034579	Q8BZT7	
ENSMUSG00000046671		D3Z0X8
ENSMUSG00000034579		Q8BV23
ENSMUSG00000050989	D3Z2R5	
ENSMUSG00000034570	P59644	
ENSMUSG00000034570		V9GXL7
ENSMUSG00000034570		D3Z3Q0
ENSMUSG00000034570		A0A075B6D7
ENSMUSG00000034570		D3Z3P9
ENSMUSG00000034570		V9GX61
ENSMUSG00000028593	Q8BM81	
ENSMUSG00000078506		A2A752
ENSMUSG00000070609		B1AVU5
ENSMUSG00000078505		B1AVU6
ENSMUSG00000075702	Q8VHC3	
ENSMUSG00000041735		B1AVU7
ENSMUSG00000078504		B1ASB3
ENSMUSG00000066026	O88876	
ENSMUSG00000066026		G5E8W9
ENSMUSG00000066026		B1ARS9
ENSMUSG00000066026		H7BX54
ENSMUSG00000020439		A0AAQ4VMU7
ENSMUSG00000020439		Q9D7A0
ENSMUSG00000020439		D3Z3Q3
ENSMUSG00000020439	Q921U8	
ENSMUSG00000020220		B1ART2
ENSMUSG00000020220		F6XI52
ENSMUSG00000020220		B1ART1
ENSMUSG00000020439		D3YZ10
ENSMUSG00000020439		D3Z525
ENSMUSG00000020220		V9GX23
ENSMUSG00000034101		D3Z7H6
ENSMUSG00000034101		D3Z2H7
ENSMUSG00000034101		E9Q907
ENSMUSG00000014351	P48756	
ENSMUSG00000034101		E9Q906
ENSMUSG00000034101		E9Q905
ENSMUSG00000028599	P25119	Q545P4
ENSMUSG00000028599		D6RG55
ENSMUSG00000006058	Q9CZ28	
ENSMUSG00000006058		A2A6M1
ENSMUSG00000028602	Q60846	
ENSMUSG00000028602		D6RHK4
ENSMUSG00000014349	Q3UE37	
ENSMUSG00000034101		E9Q8Z9
ENSMUSG00000006057	Q9CR84	
ENSMUSG00000006056	A2A6M5	
ENSMUSG00000028868	Q8BH43	
ENSMUSG00000034101		E9Q8Z8
ENSMUSG00000028868		B1AUN0
ENSMUSG00000034101		E9Q8Z6
ENSMUSG00000034101		E9Q8Z5
ENSMUSG00000034101		E9Q8Z4
ENSMUSG00000049649	P35413	
ENSMUSG00000049649		B1AUM8
ENSMUSG00000034101	P30999	
ENSMUSG00000034101		E9Q903
ENSMUSG00000028865	Q9D6W7	
ENSMUSG00000038756	A4Q9E8	
ENSMUSG00000034101		E9Q901
ENSMUSG00000034101		D3Z2H2
ENSMUSG00000034101		G3X9V2
ENSMUSG00000034101		E9Q904
ENSMUSG00000034101		E9Q986
ENSMUSG00000046634		A0A0A0MQK4
ENSMUSG00000028862		A0A0A0MQ82
ENSMUSG00000027079	Q99LI9	
ENSMUSG00000020413	Q8BQY8	
ENSMUSG00000040495	P32211	Q0VBU3
ENSMUSG00000028860		A2AE95
ENSMUSG00000028860		A2AE94
ENSMUSG00000040985	Q5SS91	E9LV81
ENSMUSG00000027239	P12025	
ENSMUSG00000040985	Q5SS91	
ENSMUSG00000040978	Q5SS90	B2RVL0
ENSMUSG00000028857	Q8BVA2	
ENSMUSG00000028857		F6ZS99
ENSMUSG00000028857		D6RIQ5
ENSMUSG00000028857		F6XVJ2
ENSMUSG00000040479		D6RHK9
ENSMUSG00000037622	Q80ZK9	
ENSMUSG00000037622		A2AE98
ENSMUSG00000020687	A2A6Q5	
ENSMUSG00000020687		Q8R568
ENSMUSG00000061086		Q9CZ19
ENSMUSG00000061086		A2A6Q8
ENSMUSG00000061086		D6RFU4
ENSMUSG00000061086		F6XL79
ENSMUSG00000028854	Q61165	Q3UDC9
ENSMUSG00000020689	O54890	
ENSMUSG00000040479		A2AHJ7
ENSMUSG00000040479	Q80UP3	
ENSMUSG00000040479		A0A668KL90
ENSMUSG00000040479		A2AHK0
ENSMUSG00000040479		D6RDR3
ENSMUSG00000040479		D6RIP2
ENSMUSG00000027230		A0A0R4J082
ENSMUSG00000020694	O55047	
ENSMUSG00000020694		B1ASU9
ENSMUSG00000020694		B7ZC85
ENSMUSG00000020694		D6RHM1
ENSMUSG00000020694		B7ZC84
ENSMUSG00000020694		F6XSD0
ENSMUSG00000058318		A2AHG4
ENSMUSG00000020690		F6RS26
ENSMUSG00000058318		A0A498WGG5
ENSMUSG00000058318		E0CYN5
ENSMUSG00000058318		A2AHG3
ENSMUSG00000058318		A0A1C7ZN07
ENSMUSG00000058318		E0CZ79
ENSMUSG00000020690		A0A1D5RLM8
ENSMUSG00000058318		A0A1C7ZN08
ENSMUSG00000058318		D3Z764
ENSMUSG00000058318		E0CZ36
ENSMUSG00000058318		F6TL54
ENSMUSG00000058318		F6URE6
ENSMUSG00000058318		F6U6L3
ENSMUSG00000058318		F6TKP4
ENSMUSG00000020690		B1ASN7
ENSMUSG00000020690	Q80X60	
ENSMUSG00000020691	Q8BMK1	
ENSMUSG00000020917		Q3V117
ENSMUSG00000020917	Q91V92	
ENSMUSG00000040434		Q14AT0
ENSMUSG00000040434	Q5XPT3	
ENSMUSG00000020917		Q3TS02
ENSMUSG00000040434		H3BKM6
ENSMUSG00000040434		A2AHG6
ENSMUSG00000006784	Q9D4B2	
ENSMUSG00000006784		B8A5X0
ENSMUSG00000040434		H3BL20
ENSMUSG00000006782	P16330	Q3TYV5
ENSMUSG00000027222	Q91XC9	
ENSMUSG00000014195		A0A6I8MWZ5
ENSMUSG00000044916		A0A087WR07
ENSMUSG00000044916	Q8CF31	
ENSMUSG00000044916		Z4YL72
ENSMUSG00000027223	Q9WVI9	
ENSMUSG00000014195	Q9QYI3	
ENSMUSG00000014195		A0A6I8MWW0
ENSMUSG00000014195		A2A5E1
ENSMUSG00000014195		A0A6I8MX00
ENSMUSG00000014195		A0A6I8MWX8
ENSMUSG00000014195		A0A6I8MWZ1
ENSMUSG00000014195		A0A6I8MWY7
ENSMUSG00000014195		F7BTP8
ENSMUSG00000014195		A0A6I8MWZ9
ENSMUSG00000014195		A0A6I8MX31
ENSMUSG00000014195		A0A6I8MWW2
ENSMUSG00000017837	Q9CR56	
ENSMUSG00000012350	O70273	
ENSMUSG00000012350		A2BIB5
ENSMUSG00000017837		F6XZA4
ENSMUSG00000012350		B0S7M9
ENSMUSG00000012350		A2BIB7
ENSMUSG00000012350		A2BIB6
ENSMUSG00000014198	A2A5E6	
ENSMUSG00000014198		F6QJI2
ENSMUSG00000014198		A2A5E8
ENSMUSG00000027186		A0A668KM45
ENSMUSG00000027186	Q8VDK3	Q3V1F7
ENSMUSG00000017830	Q99J87	
ENSMUSG00000027186		A2AL22
ENSMUSG00000027187	P24270	
ENSMUSG00000027187		A2AL20
ENSMUSG00000020918		Q6P3Z8
ENSMUSG00000020918	Q9JHD2	
ENSMUSG00000017832		G3UWB9
ENSMUSG00000017832	Q9DAM3	
ENSMUSG00000032724	Q7TQI7	Q3T9J9
ENSMUSG00000074934	O70326	Q3TNY7
ENSMUSG00000019173	P35278	Q3TJ39
ENSMUSG00000019173		Q8C266
ENSMUSG00000019173		A2A5F5
ENSMUSG00000019173		A2A5F6
ENSMUSG00000023236	P12961	Q3TT51
ENSMUSG00000035355		A2A5F7
ENSMUSG00000041219		A2AL18
ENSMUSG00000045471		A2A5D9
ENSMUSG00000041219	Q80Y19	
ENSMUSG00000045471	O55241	Q547R2
ENSMUSG00000041219		A2AL19
ENSMUSG00000017747	Q99J23	
ENSMUSG00000017747		A2A5D6
ENSMUSG00000027355		Z4YLS6
ENSMUSG00000027355		A0A0R4J1W9
ENSMUSG00000027355	Q9D9D5	
ENSMUSG00000027351	Q924S8	
ENSMUSG00000020919	P42232	
ENSMUSG00000027349	Q80VD1	
ENSMUSG00000027347	Q9Z1S3	
ENSMUSG00000027347		G3UWW4
ENSMUSG00000027347		G3UZQ7
ENSMUSG00000027347		G3UYC3
ENSMUSG00000027347		G3UYP5
ENSMUSG00000004043	P42230	Q9JIA0
ENSMUSG00000004043		A2A5D4
ENSMUSG00000004043		A2A5D3
ENSMUSG00000004043		B2C3G8
ENSMUSG00000027287	O09044	A2AKH4
ENSMUSG00000027287		Q9D3L3
ENSMUSG00000027287		E9Q8A1
ENSMUSG00000027287		B0R029
ENSMUSG00000027287		B0R030
ENSMUSG00000027286		Q8JZX5
ENSMUSG00000027286		B0R031
ENSMUSG00000027286		A2AKH7
ENSMUSG00000027285		H7BWZ0
ENSMUSG00000027285	Q9CQS9	
ENSMUSG00000033705	Q80TF6	
ENSMUSG00000033705		A2AKH9
ENSMUSG00000033705		A2AKI0
ENSMUSG00000033705		F7B335
ENSMUSG00000004040	P42227	Q6GU23
ENSMUSG00000004040	P42227	
ENSMUSG00000004040		B7ZC18
ENSMUSG00000004044	O54724	
ENSMUSG00000027284	Q8CC12	
ENSMUSG00000027284		Z4YL55
ENSMUSG00000020393	Q99N43	
ENSMUSG00000020393		F6S1T7
ENSMUSG00000041961	Q5SSZ7	
ENSMUSG00000041961		F7D553
ENSMUSG00000020484	O35426	
ENSMUSG00000020484	O35426	A0A5F8MPD3
ENSMUSG00000020484		H3BLF6
ENSMUSG00000020484		G3UYH6
ENSMUSG00000020482	Q6PB51	
ENSMUSG00000020155		Q5SQK1
ENSMUSG00000085684		A0A286YDB2
ENSMUSG00000085684		
ENSMUSG00000085684		A0A286YDX3
ENSMUSG00000090100	Q3UVR3	
ENSMUSG00000090100		A2AW15
ENSMUSG00000090100		A2AW13
ENSMUSG00000090100		A2AW14
ENSMUSG00000002699	Q60787	
ENSMUSG00000002699		B1ATD1
ENSMUSG00000047861	Q922I5	
ENSMUSG00000020143	Q8C3J5	
ENSMUSG00000027272	O70481	
ENSMUSG00000020143		Q5SRI3
ENSMUSG00000020143		Q3TMS1
ENSMUSG00000020143		D6RGU3
ENSMUSG00000069911	Q6GQV1	
ENSMUSG00000069910	Q923A2	
ENSMUSG00000054484	Q8BXJ9	
ENSMUSG00000054484		D6RH67
ENSMUSG00000054484		A2AQ56
ENSMUSG00000037935	O54941	
ENSMUSG00000035849	Q8CCX5	
ENSMUSG00000020913	A1L317	
ENSMUSG00000035831	Q8VCW2	
ENSMUSG00000023572	Q3TVC7	
ENSMUSG00000075570	Q3TRJ4	
ENSMUSG00000023572		A0A0R4J177
ENSMUSG00000023572		A0AA74IZC9
ENSMUSG00000092083	A6H8H5	
ENSMUSG00000017588	Q9Z320	
ENSMUSG00000055937	A6BLY7	
ENSMUSG00000019761		A2A513
ENSMUSG00000019761		A0A1B0GSR7
ENSMUSG00000020912		Z4YJD9
ENSMUSG00000023216	P49222	
ENSMUSG00000035775	Q9D312	
ENSMUSG00000023216		Q3UV95
ENSMUSG00000006777	Q99PS0	Q544I8
ENSMUSG00000064165	Q6IFX4	
ENSMUSG00000053675	Q9D7I9	
ENSMUSG00000059169	Q6IFX3	
ENSMUSG00000059169		E9PV64
ENSMUSG00000069722	Q9D638	
ENSMUSG00000069721	Q9D638	
ENSMUSG00000078132		A2A592
ENSMUSG00000079103		A2ART8
ENSMUSG00000047564	A2A591	
ENSMUSG00000079103		A0A571BDB6
ENSMUSG00000047253		A2A590
ENSMUSG00000075567		Q3V2D6
ENSMUSG00000074890		A2ARU0
ENSMUSG00000078131		A2A588
ENSMUSG00000049809	Q3V2C1	
ENSMUSG00000074890	Q8BYR1	
ENSMUSG00000057674		Q9D3H4
ENSMUSG00000058725		Q9D3H4
ENSMUSG00000060756		Q9D3H4
ENSMUSG00000062278		A0PK51
ENSMUSG00000063251		Q3UUY3
ENSMUSG00000044649		B1AQ85
ENSMUSG00000045109		Q9D732
ENSMUSG00000078130		B1AQ89
ENSMUSG00000069718		B1AQ90
ENSMUSG00000075566		Q3V4B7
ENSMUSG00000078276		B1AQ87
ENSMUSG00000078269		B1AQA0
ENSMUSG00000078668		B1AQA7
ENSMUSG00000089724		B1AQA8
ENSMUSG00000078262		B1AQA9
ENSMUSG00000078261		B1AQB0
ENSMUSG00000078260		B1AQB1
ENSMUSG00000078259		B1AQB2
ENSMUSG00000048294		Q9D7P3
ENSMUSG00000078258		A2A4L9
ENSMUSG00000078257		A2A4M0
ENSMUSG00000046474		Q91W93
ENSMUSG00000069717		A2A4M2
ENSMUSG00000090225		Q9D3H7
ENSMUSG00000070335		Q64526
ENSMUSG00000027259	Q80SY6	
ENSMUSG00000059845		Q9D141
ENSMUSG00000070334		Q9D644
ENSMUSG00000078256		A2A4M7
ENSMUSG00000056220	P47713	Q3UMQ1
ENSMUSG00000027259		Z4YL50
ENSMUSG00000051481		Q8CAY5
ENSMUSG00000056220		Q9DBX5
ENSMUSG00000078255		A2A5X3
ENSMUSG00000056220		A0A087WPN8
ENSMUSG00000078254	A2A5X4	
ENSMUSG00000078253	A2A5X5	
ENSMUSG00000078252		A2A5X6
ENSMUSG00000035592	Q8K0Y2	
ENSMUSG00000057723	Q61897	
ENSMUSG00000050619		A2ARU5
ENSMUSG00000050619		A2ARU6
ENSMUSG00000050619		E9Q5B4
ENSMUSG00000050619		B7ZCX1
ENSMUSG00000043485	Q9D646	
ENSMUSG00000048981	Q61765	
ENSMUSG00000032487	Q05769	
ENSMUSG00000032487		A0A087WPT2
ENSMUSG00000020916	B1AQ75	
ENSMUSG00000044041	P08730	
ENSMUSG00000006007	Q9QW08	
ENSMUSG00000006007		A0A087WS02
ENSMUSG00000006007		A0A087WRK4
ENSMUSG00000054146		B1AQ77
ENSMUSG00000020911	P19001	B1AQ78
ENSMUSG00000051617	Q6RHW0	
ENSMUSG00000027263		Q8BYN2
ENSMUSG00000045545	Q61781	
ENSMUSG00000053797	Q9Z2K1	Q3SYP5
ENSMUSG00000027263	Q9D4F8	Q543T6
ENSMUSG00000027263		Q8BKL6
ENSMUSG00000035557	Q9QWL7	
ENSMUSG00000053654	Q6IFX2	
ENSMUSG00000006010	Q4PJX1	
ENSMUSG00000035530	P48024	Q4V9T8
ENSMUSG00000035530		J3QPZ8
ENSMUSG00000035530		J3QN87
ENSMUSG00000006010		A0A0A0MQB0
ENSMUSG00000017165	P48757	
ENSMUSG00000006930	O35668	
ENSMUSG00000006930		G3UYE4
ENSMUSG00000006930		G3UXU7
ENSMUSG00000006930		G3UZT4
ENSMUSG00000043909		A0A5H1ZRL7
ENSMUSG00000043909	P70399	
ENSMUSG00000043909		F6QNC8
ENSMUSG00000043909		F6ZRL3
ENSMUSG00000043909		F7CE65
ENSMUSG00000001552	Q02257	
ENSMUSG00000043909		A2AU90
ENSMUSG00000043909		F6S5E4
ENSMUSG00000043909		F6VCK5
ENSMUSG00000006931	Q8K2B0	
ENSMUSG00000006931		H3BK18
ENSMUSG00000001555	Q61576	
ENSMUSG00000001555		A2A4H9
ENSMUSG00000001555		F6W360
ENSMUSG00000035093		A2AQE2
ENSMUSG00000006005	F6ZDS4	
ENSMUSG00000035093		F6QQ13
ENSMUSG00000006005		Q7M739
ENSMUSG00000006005		F6RX08
ENSMUSG00000017176	Q3UFY7	
ENSMUSG00000006005		F6R5D8
ENSMUSG00000017176		A0A0R4J146
ENSMUSG00000001558	Q9D5V2	B2RTD7
ENSMUSG00000001558		Q6P3C9
ENSMUSG00000048732	Q8CE33	Q14DU1
ENSMUSG00000027206	P61202	Q3V3N6
ENSMUSG00000027206		A2AQE4
ENSMUSG00000027206	P61202	
ENSMUSG00000006014		A0A0R4J207
ENSMUSG00000020873	P97858	
ENSMUSG00000020873		E0CZ89
ENSMUSG00000006014		E0CZ58
ENSMUSG00000006014		E0CXA1
ENSMUSG00000006014		E0CY90
ENSMUSG00000020873		E0CXH1
ENSMUSG00000027207		Q8BUU7
ENSMUSG00000027207		B7ZCT5
ENSMUSG00000027207		B7ZCT3
ENSMUSG00000027207	Q68FH4	Q3U3H5
ENSMUSG00000057522	Q6ZWS8	
ENSMUSG00000057522		B1ATK6
ENSMUSG00000057522		B1ATK7
ENSMUSG00000027207		B7ZCT4
ENSMUSG00000027207		D6RJ57
ENSMUSG00000046719	Q91VX5	Q544G3
ENSMUSG00000000120	Q9Z0W1	
ENSMUSG00000027209	Q9D518	
ENSMUSG00000038845	P67778	
ENSMUSG00000038845		Q5SQG5
ENSMUSG00000027208	P36363	Q544I6
ENSMUSG00000023330	Q9D8U7	
ENSMUSG00000075595	Q5DU09	
ENSMUSG00000075595		F2Z443
ENSMUSG00000075595		F2Z3V9
ENSMUSG00000050860		F6Y6Q2
ENSMUSG00000050860	Q8R2H9	
ENSMUSG00000050860		H3BLB1
ENSMUSG00000018381	Q8BYZ1	
ENSMUSG00000018381		F6RXN4
ENSMUSG00000060131		A2ANX3
ENSMUSG00000066842	D3YXG0	
ENSMUSG00000038811	Q61017	A2A614
ENSMUSG00000060131		F2Z411
ENSMUSG00000060131		A2ANX2
ENSMUSG00000066842		H3BJH2
ENSMUSG00000013418	Q09199	A2A615
ENSMUSG00000027380	Q9DBS4	
ENSMUSG00000032878	Q5SP85	
ENSMUSG00000032878		E0CX32
ENSMUSG00000032878		F7B6W4
ENSMUSG00000032878		F6TRJ8
ENSMUSG00000073722		E9PWP9
ENSMUSG00000068290	Q80WW9	
ENSMUSG00000068290		F7AIJ1
ENSMUSG00000068290		B0R015
ENSMUSG00000074797	Q9D892	Q60I30
ENSMUSG00000020467	Q8BPB5	
ENSMUSG00000020467		F6ZFS0
ENSMUSG00000048411		E9Q8J5
ENSMUSG00000074796	A2AJN7	
ENSMUSG00000074796		A2AJN8
ENSMUSG00000039787		A3KGW4
ENSMUSG00000039787	A3KGW5	B2RSF7
ENSMUSG00000039787		A3KGW6
ENSMUSG00000026790		A3KGV2
ENSMUSG00000102976	Q6NZF1	Q3UL31
ENSMUSG00000102976		A0A0A6YXI9
ENSMUSG00000102976		A0A0A6YXN6
ENSMUSG00000102976		A0A0A6YWW2
ENSMUSG00000102976		A0A0A6YX93
ENSMUSG00000102976		A0A0A6YX41
ENSMUSG00000144245		
ENSMUSG00000073725	Q8K0B2	
ENSMUSG00000073725		A0A087WS60
ENSMUSG00000073725		A0A087WPS2
ENSMUSG00000073725		A0A087WR85
ENSMUSG00000049643		G5E8E3
ENSMUSG00000049643		A0A087WPA4
ENSMUSG00000049643		A0A087WRI8
ENSMUSG00000049643		A0A0R4J2B5
ENSMUSG00000026790		A3KGW0
ENSMUSG00000033569		Q8BJ13
ENSMUSG00000049643		A0A087WSU8
ENSMUSG00000026790	A3KGV1	
ENSMUSG00000033569		Q68FL1
ENSMUSG00000026790		V9GXZ0
ENSMUSG00000033569	Q80ZF8	
ENSMUSG00000026790		A3KGV3
ENSMUSG00000026790		F6Y325
ENSMUSG00000026790		A3KGV9
ENSMUSG00000144247		
ENSMUSG00000004056	Q60823	Q3TY95
ENSMUSG00000004056		D3Z490
ENSMUSG00000004056		D3YXM7
ENSMUSG00000004056		D3Z0M3
ENSMUSG00000004056		D3Z5X2
ENSMUSG00000019715	Q8R322	
ENSMUSG00000004056		D3Z3N2
ENSMUSG00000004056		D3YZJ5
ENSMUSG00000004056		F8WHG5
ENSMUSG00000007944	Q9D6E4	
ENSMUSG00000004872		Q8BRF1
ENSMUSG00000004872	P24610	
ENSMUSG00000118426		
ENSMUSG00000040390	Q66L42	
ENSMUSG00000032908	Q810K3	
ENSMUSG00000040390		D3YXM8
ENSMUSG00000040390		A0A0U1RQ74
ENSMUSG00000026064	Q63739	B9EKL6
ENSMUSG00000057093		G3X9H3
ENSMUSG00000117310		A0A3B2W3H6
ENSMUSG00000117310	Q63739	B9EKL6
ENSMUSG00000117310		A0A3F2YNM1
ENSMUSG00000037640		Q8K0D9
ENSMUSG00000117310		A0A5F8MQ01
ENSMUSG00000037640		D3YUF8
ENSMUSG00000037640		D6RFC9
ENSMUSG00000041075	Q61090	
ENSMUSG00000030604		A0A0U1RQ84
ENSMUSG00000030604		E9QA60
ENSMUSG00000047361		E9Q295
ENSMUSG00000047361		A0A087WSM0
ENSMUSG00000047361		A0A1D5RLQ5
ENSMUSG00000047361		A0A087WRV0
ENSMUSG00000026021	P63166	
ENSMUSG00000026021		A0A087WRQ4
ENSMUSG00000026020		A0A0A0MQ76
ENSMUSG00000026020		A0A087WRD9
ENSMUSG00000026020	Q6DFW4	
ENSMUSG00000026020		A0A087WNS6
ENSMUSG00000026020		A0A087WNW0
ENSMUSG00000026020		A0A087WSU5
ENSMUSG00000026020		A0A087WSL8
ENSMUSG00000026020		A0A087WQ59
ENSMUSG00000026020		A0A087WQ46
ENSMUSG00000026020		A0A087WP00
ENSMUSG00000067336	O35607	
ENSMUSG00000144256		
ENSMUSG00000041040	Q3U3E2	
ENSMUSG00000041040		M0QWW4
ENSMUSG00000026018	Q3TY65	
ENSMUSG00000026018		A0A087WSM1
ENSMUSG00000026019	Q9JJA4	Q4V9X1
ENSMUSG00000026019		D3Z369
ENSMUSG00000026280		D3YZP6
ENSMUSG00000026280		A0A0R4J065
ENSMUSG00000026280		A0A087WNY2
ENSMUSG00000026280		A0A087WRT0
ENSMUSG00000026280		A0A087WNR6
ENSMUSG00000026281	P97930	
ENSMUSG00000026281		D3Z3R3
ENSMUSG00000026281	P97930	Q6GRA7
ENSMUSG00000026283	Q9D8Y8	
ENSMUSG00000026283		A0A087WRR4
ENSMUSG00000073609		A0A087WQG0
ENSMUSG00000073609	Q8CIM3	
ENSMUSG00000073609		E9QN44
ENSMUSG00000073609		A0A087WR78
ENSMUSG00000073609		A0A087WPG6
ENSMUSG00000073609		A0A087WPK4
ENSMUSG00000094651		A2RTS9
ENSMUSG00000094651		A0A087WRM6
ENSMUSG00000093805	Q6XQH0	
ENSMUSG00000093805		J3QMJ1
ENSMUSG00000073608		Q3ULK5
ENSMUSG00000034000	Q8BZL1	C5NTX9
ENSMUSG00000034000	Q8BZL1	
ENSMUSG00000057738		E9Q447
ENSMUSG00000026285	Q02242	Q544F3
ENSMUSG00000057738		A3KGU5
ENSMUSG00000057738		A3KGU4
ENSMUSG00000057738		A3KGU7
ENSMUSG00000057738	P16546	
ENSMUSG00000057738		A3KGU9
ENSMUSG00000057738		A0A5F8MQC3
ENSMUSG00000051185	Q9D3L0	
ENSMUSG00000040710	Q64692	Q53WR7
ENSMUSG00000040710		A0A087WRA0
ENSMUSG00000039715	Q5U4F6	
ENSMUSG00000054766		A2BE93
ENSMUSG00000054766		A2BE92
ENSMUSG00000045336		Q80Y37
ENSMUSG00000054766	Q9EQU5	Q3T9S3
ENSMUSG00000054766	Q9EQU5	
ENSMUSG00000026785		A2BE96
ENSMUSG00000038331	Q8VI24	
ENSMUSG00000038331	Q8VI24	Q546B3
ENSMUSG00000038331		H3BKH3
ENSMUSG00000026785		A2BE97
ENSMUSG00000038331		H3BJX4
ENSMUSG00000038331		H3BKV4
ENSMUSG00000026785	Q8K045	
ENSMUSG00000015335	Q8VC90	
ENSMUSG00000038305		E9Q1C3
ENSMUSG00000039686	Q80ZJ6	
ENSMUSG00000038305		E9Q106
ENSMUSG00000039686	Q80ZJ6	Q3U297
ENSMUSG00000036992	Q9QZV9	
ENSMUSG00000027439	Q4VBD9	
ENSMUSG00000027439		A2ASL5
ENSMUSG00000038305		E9Q7S4
ENSMUSG00000038305		E9Q8P1
ENSMUSG00000027438		D6RHL2
ENSMUSG00000038305	Q91WJ7	
ENSMUSG00000038305		E9Q5S6
ENSMUSG00000038305		E9PZE9
ENSMUSG00000038305		E9PVQ3
ENSMUSG00000027438	P28663	
ENSMUSG00000054770		E9Q945
ENSMUSG00000055177	Q80Y72	
ENSMUSG00000054770		E0CZ26
ENSMUSG00000055177		A0A2Q2AAE3
ENSMUSG00000054770		E9PYP3
ENSMUSG00000036958	Q9D269	
ENSMUSG00000054770		E0CXJ5
ENSMUSG00000027444	Q8VII3	
ENSMUSG00000027443		E9Q1S9
ENSMUSG00000027443	Q9DAN8	
ENSMUSG00000027442	P32766	
ENSMUSG00000026039	Q7TSY8	
ENSMUSG00000036924	Q80ZN5	
ENSMUSG00000027445	Q9Z0H6	
ENSMUSG00000027446		Q9D264
ENSMUSG00000027447	P21460	
ENSMUSG00000027447		A2APX3
ENSMUSG00000063507		F6TZH1
ENSMUSG00000068079	Q60756	
ENSMUSG00000113097		A0A1Y7VJ07
ENSMUSG00000038496	Q99PL8	
ENSMUSG00000100190		A0A1Y7VP58
ENSMUSG00000074698	Q60737	
ENSMUSG00000113267		A0A1Y7VJH8
ENSMUSG00000104423		A0A1Y7VNY1
ENSMUSG00000101315		A0A087WQP5
ENSMUSG00000074698		A2ANR6
ENSMUSG00000026166		F8WHA7
ENSMUSG00000074698		Q6NSS6
ENSMUSG00000026166	O89093	Q54AI7
ENSMUSG00000026166	O89093	Q642U4
ENSMUSG00000027465	Q9D9I4	Q0P648
ENSMUSG00000027465		B0R080
ENSMUSG00000027465		B0R081
ENSMUSG00000053161		A6H6T7
ENSMUSG00000053161		D3YZQ8
ENSMUSG00000053161		D6REG5
ENSMUSG00000053161	D3Z7A5	
ENSMUSG00000027466	Q9WUB0	
ENSMUSG00000027466		F6VII1
ENSMUSG00000032715	Q8K4K2	
ENSMUSG00000059361	Q5HZK2	
ENSMUSG00000051817	Q04890	
ENSMUSG00000074682	Q8BPK2	
ENSMUSG00000051285	P59913	Q3TGS5
ENSMUSG00000051285		S4R2K3
ENSMUSG00000051285		S4R1A9
ENSMUSG00000032680		Q8BJX2
ENSMUSG00000032680		D6RI41
ENSMUSG00000032680		B0R090
ENSMUSG00000074681		Q30KP0
ENSMUSG00000049560	Q30KP3	
ENSMUSG00000027468	Q8BVC1	
ENSMUSG00000074680		Q30KN7
ENSMUSG00000074679		Q3V2L0
ENSMUSG00000044249	Q8BGW9	A3KGR0
ENSMUSG00000090485		A0A571BDR6
ENSMUSG00000090485		Q30KP4
ENSMUSG00000056544		Q8C5Z4
ENSMUSG00000050645	Q8K3I8	
ENSMUSG00000062124		Q3V490
ENSMUSG00000044863	Q8K3U4	
ENSMUSG00000074678	Q30KN8	
ENSMUSG00000000359	O35929	
ENSMUSG00000000359		A3KGR6
ENSMUSG00000025909		Q8C415
ENSMUSG00000025909		Q8BNW6
ENSMUSG00000025909		D6REU8
ENSMUSG00000025909		D6RJM3
ENSMUSG00000019188	Q9D8V0	
ENSMUSG00000019188		Q6PGJ8
ENSMUSG00000026502		Q8BIB9
ENSMUSG00000019188		A3KGR9
ENSMUSG00000042814	Q9CQ21	
ENSMUSG00000026502	Q9D291	
ENSMUSG00000026502		E0CYV4
ENSMUSG00000026502		Q8C5I4
ENSMUSG00000070489		
ENSMUSG00000059842		Q6PGC9
ENSMUSG00000059842		D6REV2
ENSMUSG00000059842		A2AVM0
ENSMUSG00000038467	Q9D8B3	
ENSMUSG00000026500	Q9D7J4	
ENSMUSG00000074656	Q99L45	Q3ULL5
ENSMUSG00000074656		E0CXJ3
ENSMUSG00000017969		Q8BXC0
ENSMUSG00000017969	O35074	
ENSMUSG00000017929	Q9JMK0	
ENSMUSG00000017929		F6XV02
ENSMUSG00000039630	Q8VEK3	
ENSMUSG00000039630		A0A087WPX7
ENSMUSG00000039630		A0A087WPF1
ENSMUSG00000039463	Q8R4D1	
ENSMUSG00000039463		A2A464
ENSMUSG00000008999	P23359	
ENSMUSG00000005883	Q9WTK8	
ENSMUSG00000026207		E9QQ25
ENSMUSG00000027509	Q8C570	
ENSMUSG00000026207		D3Z7T0
ENSMUSG00000027509		A2ASC6
ENSMUSG00000026207	Q62407	
ENSMUSG00000026207		D6RI69
ENSMUSG00000026207		F6RU40
ENSMUSG00000027510	Q62176	
ENSMUSG00000026207		A0A087WSE3
